caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests
86849,435,2012-08-07,2014-08-16,1,1,7
14469,435,2013-07-03,2013-07-28,0,0,8
7851,436,2012-04-28,2012-09-10,1,0,3
77642,437,2012-07-02,2013-05-01,1,0,4
74738,438,2012-08-17,2012-08-26,1,0,6
61633,438,2013-01-27,2013-02-04,1,0,7
51212,438,2013-02-19,2013-02-26,1,0,8
98652,439,2013-05-20,2014-02-09,1,1,6
39457,439,2013-07-01,2013-08-19,1,0,7
2028,440,2012-03-17,2012-08-03,1,0,4
75857,440,2012-11-27,2013-03-23,0,0,5
5176,441,2012-03-06,2012-04-30,0,0,4
45075,441,2013-07-16,2013-11-28,1,0,5
13301,444,2012-09-22,2013-11-29,1,1,2
84838,444,2013-06-09,2013-07-06,0,1,3
8942,444,2013-06-27,2014-05-06,1,0,4
60063,445,2012-05-27,2012-08-05,0,1,5
34541,445,2012-07-15,2012-08-22,0,0,6
7375,445,2013-04-10,2013-05-23,1,0,7
54536,445,2013-06-14,2013-08-02,1,0,8
73629,447,2013-05-12,2013-09-14,1,0,4
67688,448,2013-09-26,2013-10-01,0,0,0
22831,449,2013-03-02,2014-04-22,1,0,3
9860,451,2012-01-30,2012-03-26,0,0,3
15786,451,2013-09-13,2014-03-04,1,0,4
84564,454,2012-09-27,2013-07-26,1,0,3
8113,455,2012-11-18,2013-02-05,0,0,1
12432,455,2013-04-25,2014-07-21,0,1,2
39944,455,2013-08-10,2013-09-26,0,0,3
61993,457,2012-01-04,2012-05-06,1,1,3
7627,457,2012-02-21,2012-03-01,1,0,4
78001,458,2012-04-05,2012-11-15,0,1,1
82523,458,2012-04-16,2012-11-11,1,1,2
74933,458,2012-09-16,2013-07-07,1,1,3
4766,458,2013-07-02,2013-10-08,1,0,4
64412,459,2013-06-04,2014-01-28,0,1,1
11394,459,2013-10-04,2013-11-15,0,0,2
85348,460,2012-11-09,2012-11-20,0,0,1
59615,460,2012-11-25,2013-04-17,0,0,2
77459,461,2012-04-24,2014-03-14,1,1,6
10867,461,2012-12-06,2013-01-19,1,1,7
40116,461,2012-12-23,2013-06-22,0,1,8
93665,461,2013-03-10,2013-03-14,1,1,9
29121,461,2013-03-13,2013-06-11,0,0,10
22246,461,2013-07-18,2014-03-01,1,0,11
29299,462,2013-08-06,2014-02-08,0,1,5
49920,462,2013-08-30,2013-09-13,0,0,6
35595,464,2012-06-23,2012-07-11,0,0,4
88506,464,2013-07-30,2014-05-07,0,1,5
20713,464,2013-08-22,2014-01-31,1,0,6
25456,466,2013-05-30,2013-09-20,1,0,5
30381,466,2013-10-06,2013-12-19,1,0,6
489,467,2012-02-04,2012-07-04,1,0,5
32288,467,2012-09-16,2013-05-06,1,0,6
51144,469,2012-04-26,2012-12-01,0,0,2
56626,471,2012-11-25,2013-05-26,0,0,0
13140,473,2012-01-06,2012-03-20,1,0,2
48985,473,2013-03-31,2013-06-03,0,0,3
88307,474,2012-02-18,2012-04-14,0,1,3
37397,474,2012-03-14,2012-04-29,0,0,4
73762,474,2012-10-20,2012-12-28,1,1,5
26910,474,2012-12-14,2012-12-16,1,0,6
80163,474,2013-09-04,2014-01-03,1,0,7
11296,475,2012-01-19,2014-01-26,0,1,3
14647,475,2012-01-23,2013-01-02,0,0,4
28509,475,2013-05-16,2013-10-04,0,0,5
51837,477,2012-10-30,2012-11-01,1,0,3
5765,477,2013-09-04,2013-09-24,1,0,4
22231,478,2012-10-03,2013-03-22,1,0,5
19020,479,2013-01-11,2013-08-12,0,0,1
19511,481,2013-01-26,2013-08-31,1,1,6
80384,481,2013-03-19,2013-05-15,1,1,7
58824,481,2013-04-15,2013-04-20,1,0,8
96438,483,2012-08-04,2013-03-30,0,0,3
931,485,2013-05-16,2014-04-03,1,0,2
15006,487,2013-05-21,2013-07-16,1,0,3
35528,488,2012-07-20,2012-09-27,0,0,2
18519,488,2013-08-26,2013-11-19,0,0,3
89509,489,2012-04-20,2012-07-17,1,0,2
38907,491,2013-01-21,2014-10-23,0,0,2
22092,493,2012-06-23,2012-08-20,0,0,1
204,494,2012-07-18,2012-07-31,1,0,3
85674,495,2012-11-15,2012-12-23,0,0,0
46588,496,2012-05-29,2013-06-23,1,1,7
11615,496,2012-05-31,2013-06-17,0,1,8
39985,496,2013-02-17,2013-04-09,1,0,9
40815,497,2012-07-13,2012-12-20,0,0,4
15638,497,2013-03-30,2013-05-21,1,0,5
48383,497,2013-08-03,2014-07-18,0,0,6
32854,498,2012-05-17,2014-02-07,1,1,4
88710,498,2012-07-08,2012-10-06,1,0,5
18499,498,2012-11-02,2012-11-20,1,0,6
51438,499,2012-02-03,2012-06-23,1,0,2
20144,499,2013-09-23,2014-10-13,1,0,3
58493,500,2012-06-04,2012-09-17,0,0,1
67590,501,2012-04-28,2013-12-07,1,1,2
89798,501,2012-10-21,2013-01-10,0,0,3
52085,501,2013-05-17,2013-10-22,0,1,4
77503,501,2013-07-14,2015-01-09,0,0,5
37999,504,2012-05-03,2012-07-14,1,0,1
39348,504,2012-07-15,2012-10-19,1,0,2
55545,505,2012-06-18,2012-09-18,0,0,1
9297,506,2012-08-05,2013-05-15,1,0,6
84859,507,2013-02-09,2013-07-20,0,0,3
20938,508,2012-03-19,2012-08-26,1,0,4
47766,509,2012-07-11,2012-11-15,1,1,1
28235,509,2012-08-28,2012-10-22,0,0,2
1513,509,2013-04-25,2013-09-09,0,0,3
41028,510,2013-06-25,2013-07-08,1,0,1
77157,511,2013-03-20,2014-11-01,0,0,3
25144,512,2013-04-25,2013-06-09,0,0,5
578,513,2012-01-26,2012-04-11,0,1,5
21184,513,2012-01-30,2012-06-29,1,0,6
97733,514,2013-07-14,2013-10-16,0,0,2
1711,516,2012-10-20,2013-01-29,1,0,3
91605,516,2013-05-29,2013-09-29,1,0,4
79185,517,2012-05-05,2012-06-26,0,0,2
51509,517,2012-11-21,2013-06-28,1,0,3
22029,517,2013-09-08,2013-10-30,0,0,4
4771,519,2012-05-08,2014-09-13,0,1,3
63895,519,2012-10-16,2012-10-20,1,0,4
63712,521,2012-04-22,2012-05-01,0,0,3
10440,521,2012-11-20,2013-08-25,1,0,4
93546,522,2013-10-07,2014-03-22,0,0,3
26187,523,2012-12-06,2012-12-08,0,0,4
80176,524,2012-02-09,2012-03-19,1,0,4
89308,526,2013-06-30,2014-04-18,1,0,1
45639,527,2012-11-16,2013-11-25,0,1,2
18554,527,2013-06-08,2013-08-08,0,0,3
80751,529,2013-02-14,2013-07-16,0,0,5
9502,532,2012-01-15,2012-02-11,1,0,5
69007,533,2012-06-23,2012-08-03,1,0,4
96955,533,2013-03-05,2014-04-09,0,0,5
41464,534,2012-05-15,2012-09-28,0,0,0
15379,534,2012-12-08,2014-01-15,1,1,1
19008,534,2013-07-10,2013-08-23,0,0,2
44389,535,2013-03-26,2014-01-29,0,0,2
66040,536,2012-09-19,2014-05-12,0,0,1
76275,538,2012-04-09,2012-08-05,0,0,5
11810,538,2013-03-02,2013-10-21,1,0,6
15136,539,2012-12-12,2013-01-04,0,0,2
74488,539,2013-03-27,2013-05-05,1,0,3
89982,541,2012-04-18,2012-08-01,0,1,4
96518,541,2012-07-17,2012-10-24,0,0,5
31221,541,2013-03-13,2013-03-29,1,0,6
24144,543,2012-01-07,2013-10-22,0,1,3
16975,543,2012-03-13,2012-04-03,0,0,4
16788,543,2012-09-03,2012-10-26,0,0,5
83232,543,2013-08-29,2014-03-17,1,0,6
51288,544,2013-08-08,2013-09-12,0,0,2
77297,545,2012-07-17,2012-10-28,1,1,7
43259,545,2012-08-06,2013-01-06,1,1,8
5688,545,2013-01-04,2013-09-07,1,1,9
64071,545,2013-02-13,2013-08-08,1,0,10
47631,546,2012-05-09,2013-02-22,1,0,5
95275,547,2013-03-19,2013-03-25,0,0,2
40161,547,2013-08-28,2013-10-28,0,0,3
7679,548,2012-05-25,2012-08-11,1,0,5
7932,550,2012-01-22,2012-07-14,1,0,1
67118,550,2013-07-31,2013-08-24,0,0,2
89051,551,2013-06-13,2013-08-07,0,0,5
26801,552,2012-07-31,2013-01-31,0,1,3
85988,552,2012-12-28,2013-10-26,0,0,4
64187,553,2013-08-26,2014-02-05,1,0,4
1945,556,2012-01-04,2012-07-07,1,1,6
58174,556,2012-06-27,2012-11-19,1,0,7
22149,557,2012-01-18,2012-07-19,0,0,3
14002,558,2012-07-20,2013-06-24,0,1,1
66720,558,2013-06-02,2014-05-31,0,1,2
98447,558,2013-07-30,2013-08-05,0,0,3
99307,561,2013-06-06,2013-11-02,1,0,2
13864,562,2012-12-08,2013-06-29,1,0,4
93710,563,2012-05-17,2013-03-09,0,0,6
53359,564,2012-06-12,2013-04-13,1,1,9
51776,564,2012-08-15,2013-07-01,1,1,10
43975,564,2013-03-26,2013-04-03,1,0,11
93317,564,2013-04-09,2014-04-22,1,0,12
72334,565,2013-04-02,2013-04-19,0,0,3
29345,566,2012-08-16,2012-09-03,0,0,6
78936,568,2012-05-14,2012-08-10,1,0,2
93491,568,2013-10-24,2013-11-25,1,0,3
588,569,2012-08-06,2012-09-20,0,0,3
36740,569,2012-11-18,2013-03-16,1,1,4
70440,569,2012-12-13,2014-01-20,0,0,5
97935,570,2012-02-20,2012-06-15,1,0,8
3950,570,2012-09-11,2012-10-01,1,0,9
14230,570,2013-01-12,2013-08-20,1,0,10
5623,571,2012-11-03,2013-07-02,1,0,2
10825,572,2012-03-23,2012-07-08,0,1,5
16757,572,2012-06-27,2012-10-15,0,0,6
77454,572,2013-03-08,2013-04-02,1,0,7
64856,573,2012-10-21,2013-06-09,1,1,2
59020,573,2013-05-28,2014-05-10,0,1,3
51833,573,2013-06-10,2014-07-03,1,0,4
49059,574,2013-05-16,2013-07-13,0,0,2
17279,575,2012-01-13,2012-09-10,0,0,4
61846,576,2013-04-21,2013-09-08,0,0,1
10263,577,2012-12-08,2013-09-24,1,0,1
97769,578,2012-07-13,2012-07-23,1,0,3
54929,578,2012-07-31,2012-12-06,0,0,4
80465,579,2013-08-24,2014-04-13,1,0,1
36896,581,2012-10-22,2012-12-15,0,1,2
42112,581,2012-12-08,2012-12-21,1,0,3
48274,582,2012-11-18,2013-01-04,0,0,1
52722,583,2012-09-19,2012-12-13,0,1,6
32605,583,2012-11-11,2014-11-22,0,1,7
70857,583,2013-01-25,2013-06-29,1,0,8
97160,584,2012-06-21,2012-07-30,0,0,2
98479,585,2012-10-13,2013-05-16,0,0,4
90442,586,2012-08-02,2013-03-06,1,1,9
64848,586,2012-08-28,2013-01-20,1,0,10
63763,586,2013-04-07,2014-05-11,1,0,11
24692,587,2013-05-01,2014-01-29,1,0,2
82236,588,2012-07-28,2013-03-05,0,1,1
76809,588,2012-08-18,2014-02-04,0,1,2
50121,588,2013-10-01,2014-07-22,0,0,3
74169,589,2013-02-20,2013-11-24,1,0,2
87789,590,2013-01-10,2013-10-04,1,0,1
51975,591,2012-11-26,2014-08-27,1,0,4
34788,592,2012-04-07,2013-01-16,0,1,1
21512,592,2012-05-07,2012-12-12,1,1,2
682,592,2012-11-16,2013-05-11,1,1,3
24367,592,2012-12-01,2013-06-01,0,0,4
50135,594,2012-03-12,2012-05-15,0,0,3
62881,594,2012-08-01,2012-09-21,1,1,4
14560,594,2012-08-16,2015-02-28,1,0,5
94274,596,2012-11-03,2012-12-17,0,0,2
97427,599,2012-02-05,2012-02-22,0,0,4
90167,603,2013-09-30,2014-05-07,1,0,2
30512,604,2013-02-21,2013-06-14,0,1,4
52536,604,2013-06-09,2014-03-22,1,1,5
33007,604,2013-07-10,2013-12-22,1,0,6
40919,605,2012-04-20,2012-10-22,1,1,4
41337,605,2012-05-19,2012-12-23,1,1,5
10546,605,2012-10-17,2013-05-25,1,0,6
22407,606,2012-10-01,2013-02-05,1,0,4
31942,607,2012-03-27,2012-07-01,1,0,4
14512,607,2012-12-28,2013-02-04,0,0,5
80602,607,2013-07-08,2014-02-04,1,0,6
73401,608,2012-12-14,2013-04-17,1,0,1
99671,608,2013-08-30,2014-01-27,0,0,2
90765,609,2013-09-30,2013-11-25,0,0,3
13341,610,2013-04-17,2013-08-26,0,0,1
9385,611,2012-10-02,2012-12-19,1,0,1
33057,612,2012-04-29,2015-05-03,1,1,7
62636,612,2012-10-26,2013-05-12,1,1,8
50049,612,2013-01-09,2013-05-07,0,0,9
19399,613,2013-01-05,2013-05-12,1,1,7
84125,613,2013-03-29,2013-09-19,1,0,8
32435,614,2013-09-21,2014-01-19,0,0,4
60002,616,2013-01-04,2013-03-18,1,0,4
72737,617,2013-07-21,2015-05-03,0,0,2
41207,619,2012-02-25,2012-10-08,0,0,2
67509,621,2012-01-05,2013-08-09,1,1,6
56098,621,2012-02-15,2012-06-18,1,0,7
43234,621,2013-06-08,2013-10-04,1,0,8
24883,622,2013-02-14,2014-02-24,1,0,1
52855,623,2012-05-17,2012-07-20,1,0,0
49800,623,2013-01-28,2013-08-23,0,1,1
36849,623,2013-04-27,2014-02-09,1,0,2
66459,624,2013-07-27,2013-12-18,0,0,0
74748,625,2012-02-22,2012-04-28,0,0,3
95225,626,2012-02-14,2012-10-29,1,0,5
87518,626,2013-01-30,2013-09-03,1,0,6
93865,626,2013-09-20,2015-01-15,1,0,7
31364,627,2012-01-13,2012-03-31,0,0,0
13854,627,2013-09-28,2013-12-28,0,0,1
36073,629,2012-06-28,2012-07-23,0,1,4
50185,629,2012-07-08,2012-12-25,1,0,5
26613,629,2013-10-25,2014-12-02,1,0,6
67023,630,2012-02-08,2013-06-02,0,0,2
73508,631,2012-06-25,2012-10-13,1,0,4
55546,632,2012-08-23,2013-03-02,0,1,2
73277,632,2012-08-25,2012-11-15,1,0,3
77421,633,2012-01-23,2012-09-04,0,1,4
95730,633,2012-03-26,2012-08-05,0,0,5
74492,633,2012-10-11,2012-12-29,0,1,6
49942,633,2012-11-16,2013-07-25,1,0,7
88392,634,2012-04-20,2012-07-09,0,0,4
79862,634,2013-01-28,2013-05-10,1,0,5
49304,635,2012-06-19,2012-06-29,0,0,4
55643,636,2013-01-14,2013-08-18,0,0,2
57544,636,2013-09-07,2013-12-31,0,0,3
25047,638,2012-10-07,2012-11-19,0,0,2
48438,641,2012-06-26,2013-05-17,0,1,4
35076,641,2013-01-16,2013-11-11,1,0,5
10792,642,2012-07-08,2012-07-10,0,0,5
21623,642,2013-04-19,2013-12-08,1,0,6
54837,643,2013-05-06,2015-01-24,0,0,2
96102,644,2012-09-07,2013-06-15,1,0,3
57305,645,2012-05-02,2012-08-02,0,0,3
80880,645,2012-11-13,2013-01-23,0,0,4
80611,646,2013-02-10,2013-02-22,1,0,1
46520,647,2012-07-14,2012-12-15,0,0,3
13724,648,2012-12-05,2013-07-02,0,0,1
69851,648,2013-07-30,2013-09-20,0,0,2
56141,648,2013-09-27,2014-03-14,0,0,3
75479,649,2012-03-04,2012-09-17,1,1,5
4696,649,2012-04-08,2012-05-21,1,0,6
69308,649,2012-07-12,2013-01-03,0,0,7
85404,649,2013-04-18,2013-07-04,1,0,8
93565,651,2012-09-03,2013-04-23,0,1,4
33415,651,2013-01-19,2013-04-30,0,1,5
80748,651,2013-04-05,2013-07-25,1,1,6
55257,651,2013-04-27,2015-05-24,1,0,7
9956,652,2012-12-02,2014-02-20,0,0,1
56679,653,2012-01-28,2012-05-16,0,0,3
362,653,2013-07-16,2013-08-18,0,0,4
78493,655,2012-10-25,2012-11-04,1,0,1
57995,656,2012-03-09,2012-04-10,0,0,2
12959,656,2012-10-15,2013-01-22,1,0,3
25512,657,2012-01-05,2012-05-13,1,1,2
70863,657,2012-04-09,2012-07-09,1,0,3
20561,657,2013-04-27,2013-09-10,0,1,4
66548,657,2013-05-06,2013-07-14,0,0,5
98117,657,2013-08-01,2014-02-26,1,0,6
46946,659,2012-03-27,2012-04-28,0,0,2
31818,660,2012-03-28,2012-12-31,1,0,1
35256,661,2012-01-07,2012-09-18,1,0,4
4373,661,2013-05-27,2013-12-08,1,0,5
43305,662,2012-12-22,2013-02-02,1,0,1
45711,662,2013-06-30,2013-10-28,0,0,2
90156,664,2012-12-06,2013-06-26,1,1,3
19248,664,2013-01-03,2013-11-01,1,0,4
62819,665,2012-02-19,2012-08-10,1,0,2
29196,668,2013-01-04,2014-04-08,0,0,2
33615,669,2012-01-06,2012-02-08,1,0,2
45038,669,2013-05-12,2013-11-19,1,0,3
17450,670,2012-02-05,2012-05-25,1,1,5
87293,670,2012-03-23,2012-09-07,1,1,6
12930,670,2012-06-28,2012-11-07,1,0,7
59152,670,2012-11-25,2013-02-28,0,0,8
29925,672,2012-05-31,2012-09-29,0,0,3
70121,674,2012-03-29,2013-06-25,0,0,7
376,676,2012-02-24,2012-05-01,1,1,6
91436,676,2012-02-25,2013-03-07,1,1,7
40330,676,2012-05-24,2013-02-07,1,1,8
14501,676,2012-10-06,2013-01-01,1,1,9
69248,676,2012-12-26,2013-07-26,1,0,10
74113,677,2012-06-10,2013-01-10,0,0,5
78370,678,2012-05-30,2012-09-09,0,1,4
14250,678,2012-06-15,2013-10-23,1,1,5
73903,678,2013-01-12,2013-09-01,1,0,6
70164,679,2013-04-04,2013-04-23,1,0,3
68744,679,2013-05-24,2014-01-02,1,1,4
58690,679,2013-06-07,2014-04-02,1,1,5
88598,679,2013-10-01,2014-08-26,0,0,6
19102,681,2012-10-24,2013-10-16,1,0,4
10504,682,2013-02-01,2013-03-28,1,0,6
61196,683,2012-12-18,2014-12-13,1,0,3
14891,684,2012-12-21,2013-06-14,0,0,1
87230,685,2013-03-27,2013-04-21,1,0,4
26289,685,2013-07-30,2014-03-16,1,0,5
20957,686,2013-04-19,2013-09-01,0,0,4
40577,687,2012-08-19,2014-02-03,0,0,4
64965,689,2012-12-09,2013-01-14,0,0,5
68095,689,2013-06-16,2013-09-08,0,1,6
48960,689,2013-07-30,2013-08-26,1,0,7
10713,689,2013-09-12,2013-09-19,0,0,8
67421,690,2013-09-30,2014-02-24,1,0,0
38223,691,2012-09-15,2012-12-24,1,0,3
52038,691,2013-02-16,2014-01-12,1,1,4
5946,691,2013-09-13,2014-05-25,1,1,5
1010,691,2013-10-20,2013-10-24,0,0,6
98460,692,2012-01-31,2012-05-09,0,0,1
51696,692,2012-12-17,2014-12-18,0,1,2
48040,692,2013-06-29,2013-08-02,1,0,3
83873,693,2013-02-09,2013-08-31,1,0,6
88182,695,2013-10-09,2013-11-29,0,0,1
68096,696,2012-10-28,2013-05-26,0,0,0
38606,697,2013-09-18,2013-10-31,1,0,2
19210,698,2013-07-16,2013-07-26,1,0,2
37875,698,2013-09-03,2013-10-05,1,0,3
80547,699,2012-08-09,2013-05-25,0,0,1
71472,700,2012-01-30,2012-03-12,0,0,3
62839,700,2012-07-07,2013-01-02,0,0,4
69315,701,2013-04-04,2013-04-06,1,0,4
44664,701,2013-06-25,2013-07-25,1,1,5
74902,701,2013-06-26,2013-07-15,1,0,6
67731,702,2012-03-30,2012-04-17,0,0,1
20472,702,2012-05-12,2012-06-18,0,1,2
91526,702,2012-05-31,2012-07-03,0,0,3
1084,702,2013-09-19,2013-10-03,0,0,4
64342,703,2012-06-18,2012-07-04,1,0,0
77550,703,2013-05-29,2013-07-29,1,0,1
11175,704,2012-08-23,2013-01-19,1,1,7
46280,704,2012-12-16,2013-02-23,1,0,8
54464,704,2013-04-30,2013-05-15,1,0,9
30163,708,2012-03-29,2013-02-07,0,0,2
36362,710,2012-11-06,2013-08-18,0,0,3
78616,711,2013-04-23,2014-02-03,1,0,5
72355,712,2012-02-20,2012-04-22,1,0,4
61085,712,2013-10-13,2014-03-24,0,0,5
62002,714,2012-12-30,2014-03-10,1,0,4
10207,715,2012-06-30,2012-07-27,1,0,3
62908,716,2012-03-15,2013-03-18,1,1,9
82423,716,2012-10-04,2012-10-12,1,1,10
20471,716,2012-10-06,2012-11-25,1,0,11
9263,716,2013-10-22,2013-12-14,1,0,12
56510,718,2012-09-18,2013-07-14,1,0,2
24284,720,2012-10-30,2012-11-21,0,0,3
30580,721,2012-08-06,2013-05-10,1,1,7
6737,721,2012-11-11,2013-06-26,1,0,8
77333,721,2013-08-17,2015-04-02,1,0,9
65944,722,2012-03-01,2012-10-11,0,0,2
2927,722,2012-11-29,2013-02-25,0,1,3
85583,722,2013-01-25,2013-08-04,0,0,4
4574,723,2012-05-10,2012-10-18,1,0,1
9771,724,2012-03-28,2013-03-22,1,0,6
93523,725,2012-05-16,2012-08-01,1,0,4
1928,727,2013-07-23,2013-10-06,0,0,2
69975,728,2012-05-16,2012-09-14,0,0,1
66009,729,2012-08-25,2014-09-07,1,0,4
12098,730,2012-02-28,2014-05-07,1,1,4
97472,730,2012-05-23,2012-07-19,0,0,5
54446,731,2012-03-20,2013-05-13,1,1,5
83045,731,2013-04-24,2014-09-17,0,0,6
96040,733,2012-09-21,2013-01-04,1,0,3
18194,734,2013-07-15,2014-11-30,1,0,3
83586,735,2012-08-03,2012-09-03,0,0,2
89192,735,2012-10-31,2013-05-17,1,0,3
98723,737,2012-01-16,2012-09-10,0,0,4
49556,738,2012-11-21,2013-08-26,0,1,7
20171,738,2013-07-28,2013-09-02,1,0,8
9687,739,2012-03-27,2012-06-12,0,1,6
81018,739,2012-05-04,2012-07-09,1,0,7
59519,739,2012-10-15,2013-05-28,0,0,8
82490,739,2013-07-13,2013-10-26,0,1,9
78413,739,2013-10-20,2014-03-11,1,0,10
64523,742,2012-11-19,2014-12-04,0,0,3
85543,743,2013-09-26,2014-06-17,0,0,1
52289,744,2012-07-03,2012-08-01,0,0,3
36608,744,2012-09-01,2012-10-03,0,0,4
70245,744,2013-09-12,2013-09-25,0,1,5
49217,744,2013-09-13,2013-10-18,0,0,6
97669,744,2013-10-27,2013-11-12,1,0,7
85937,745,2013-04-29,2013-10-10,0,1,3
39354,745,2013-10-07,2013-11-08,1,0,4
61120,746,2013-03-31,2013-04-04,0,0,3
3118,747,2013-09-28,2014-02-04,0,0,4
7614,748,2013-01-31,2013-03-11,1,0,2
34490,749,2012-03-23,2012-04-12,0,0,5
88017,749,2012-10-21,2013-06-26,1,0,6
2248,749,2013-07-26,2014-01-05,0,0,7
33136,750,2013-04-16,2013-08-25,1,1,5
64002,750,2013-06-03,2014-04-29,0,1,6
1736,750,2013-08-24,2013-09-16,1,0,7
15433,751,2012-02-13,2012-06-17,0,0,4
43699,752,2012-08-11,2012-09-14,1,0,3
78163,752,2013-05-26,2013-07-07,0,0,4
67259,753,2013-10-28,2014-03-26,1,0,5
42826,755,2013-06-17,2013-07-22,0,0,3
5487,756,2012-05-15,2013-11-20,1,1,3
14063,756,2012-11-14,2013-05-03,0,0,4
7581,757,2012-01-17,2012-03-15,1,0,1
912,757,2012-09-11,2013-07-24,0,1,2
20425,757,2012-10-27,2013-02-14,0,0,3
60449,757,2013-06-05,2014-02-02,0,1,4
42352,757,2013-06-19,2014-03-22,1,0,5
14554,759,2012-04-10,2012-07-11,0,0,3
66124,759,2012-07-12,2012-10-10,0,0,4
68211,759,2013-03-23,2013-06-01,1,0,5
24503,760,2012-01-09,2012-12-15,0,1,2
19261,760,2012-01-14,2012-08-06,0,0,3
73854,760,2013-07-04,2014-08-04,1,0,4
40320,762,2013-08-08,2013-09-05,0,0,1
58054,763,2012-05-05,2012-08-01,0,0,1
60929,766,2013-10-25,2014-11-09,1,0,3
90588,767,2012-03-19,2012-12-06,0,1,4
94792,767,2012-09-24,2014-10-25,0,0,5
44300,769,2012-09-03,2012-09-04,0,0,3
53566,769,2013-03-25,2013-08-10,0,0,4
5963,771,2013-06-05,2015-08-14,0,0,5
79682,772,2012-10-31,2012-12-03,1,0,5
81559,775,2012-09-04,2013-11-28,1,1,4
42066,775,2013-10-02,2014-10-15,1,0,5
47874,777,2012-02-28,2012-07-07,0,1,2
54398,777,2012-04-11,2012-05-24,1,0,3
36167,779,2012-08-30,2013-01-26,1,1,7
94912,779,2012-11-02,2013-09-12,0,0,8
112,781,2013-08-17,2013-09-20,0,0,0
11921,782,2012-04-02,2012-12-21,1,0,4
18360,783,2012-09-25,2012-10-04,0,0,1
61442,785,2012-08-04,2013-07-06,1,1,6
5579,785,2013-04-04,2013-07-13,1,0,7
12040,787,2013-02-27,2013-09-29,1,0,2
50077,789,2012-01-17,2012-07-08,0,0,1
76279,790,2013-09-28,2014-02-19,0,0,3
73095,792,2013-07-13,2013-11-22,0,0,3
70958,794,2012-05-01,2012-07-12,1,1,4
15227,794,2012-05-14,2012-10-07,1,1,5
9024,794,2012-05-29,2012-06-13,1,0,6
19789,794,2012-11-17,2012-11-22,1,0,7
82887,794,2013-04-13,2014-05-30,1,0,8
44226,796,2013-01-04,2013-04-16,0,0,2
58582,797,2013-10-08,2014-08-29,0,0,3
67392,798,2012-08-14,2014-03-22,1,1,4
91053,798,2013-09-12,2013-10-12,0,0,5
5068,799,2012-12-29,2013-12-10,0,0,1
68931,801,2012-05-19,2012-07-06,1,0,1
52336,801,2012-08-24,2012-08-31,1,0,2
46621,805,2012-02-17,2012-02-27,0,0,5
8935,805,2012-06-28,2012-08-03,1,0,6
59044,805,2012-08-03,2012-10-12,0,0,7
45487,805,2013-06-17,2014-01-26,1,0,8
31534,806,2012-01-03,2012-02-08,1,0,1
46242,807,2013-10-18,2014-01-13,0,0,0
27852,808,2013-02-14,2013-04-12,1,0,4
71147,808,2013-05-28,2013-09-25,1,1,5
70767,808,2013-08-10,2013-09-17,1,0,6
27162,809,2013-05-05,2013-08-18,1,1,4
57566,809,2013-06-14,2013-12-18,0,0,5
74934,810,2013-02-18,2014-07-28,1,0,5
52542,812,2013-01-31,2013-06-24,1,0,3
70226,813,2012-11-17,2012-11-28,1,0,2
21766,813,2013-05-18,2013-07-06,0,0,3
68577,815,2013-10-08,2014-01-24,1,0,1
51395,816,2013-04-07,2013-04-12,1,0,3
24543,816,2013-08-09,2013-08-16,1,0,4
19765,817,2012-01-14,2013-07-29,1,1,5
56178,817,2012-04-16,2012-05-08,1,0,6
90889,817,2012-11-27,2013-07-21,0,1,7
26146,817,2012-12-02,2013-01-19,1,0,8
45779,818,2013-02-03,2013-05-30,0,0,1
10807,818,2013-10-10,2013-11-26,0,0,2
7346,819,2013-01-16,2013-02-12,0,0,4
28558,819,2013-04-08,2015-05-31,0,0,5
86301,820,2012-02-23,2012-07-23,1,0,2
38412,821,2012-08-25,2012-11-14,0,0,4
33696,821,2013-03-18,2013-08-09,1,0,5
5203,822,2012-02-09,2012-09-30,1,0,1
12400,822,2013-08-03,2013-08-30,0,0,2
4950,822,2013-10-10,2014-04-04,1,0,3
27364,823,2012-05-23,2012-06-15,0,0,2
75744,823,2013-03-28,2013-06-13,0,0,3
72479,824,2012-05-04,2012-07-27,0,0,2
59475,824,2012-11-01,2012-11-06,0,0,3
86803,825,2012-02-13,2012-06-27,1,0,3
33118,825,2012-08-18,2013-04-03,0,0,4
96631,826,2013-07-10,2013-08-30,0,0,1
7811,827,2012-02-09,2013-05-14,1,0,2
38175,828,2012-07-12,2013-01-05,0,1,2
63511,828,2012-11-19,2013-01-24,0,0,3
49792,829,2012-11-05,2012-11-17,0,0,4
47778,829,2013-01-25,2013-03-23,1,0,5
39818,830,2012-02-26,2012-06-17,1,0,3
12515,830,2013-08-22,2013-10-16,0,0,4
97776,832,2012-03-09,2012-06-28,1,0,4
6734,833,2013-01-16,2013-03-04,0,0,1
67573,834,2012-01-02,2013-01-07,0,1,3
31860,834,2012-03-01,2012-09-06,0,0,4
93599,835,2012-09-13,2013-02-17,0,0,2
89668,837,2012-12-26,2013-07-02,0,0,3
94586,840,2013-10-14,2014-01-10,1,0,2
9277,841,2012-03-27,2013-02-05,0,0,2
69544,844,2013-09-09,2013-11-25,0,0,3
44684,845,2012-09-21,2013-05-19,0,1,5
7379,845,2012-10-07,2014-04-16,1,0,6
